vOTU_ID	size	Novel_species	VC	VClustering	Novel_genus	dominant	source	checkv_quality	viral_lifecycle	Related_to_PP	With_ARG	viral_taxonomy_lineage	host_taxonomy_lineage	geNomad	checkV (at least medium)	VIBRANT	Viral_verify	lineage_vcontact
vOTU_0084	38517	Yes	OUT/SINGLE	OUT/SINGLE/OVER	Yes	No	SpadesMetaV	High-quality	temperate	No	No	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruthenibacterium;s__Ruthenibacterium sp900759375	1	1	1	1	NA
vOTU_0085	37706	Yes	255;670	OUT/SINGLE/OVER	No	No	SpadesMetaV	High-quality	temperate	No	No	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Mediterraneibacter;s__Mediterraneibacter faecis	1	1	0	1	NA
vOTU_0086	36636	Yes	53	53	No	No	SpadesMetaV	High-quality	temperate	No	No	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	ND	1	1	1	1	NA
vOTU_0087	34721	No	24;121	OUT/SINGLE/OVER	No	No	SpadesMetaV	High-quality	temperate	No	No	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Dysosmobacter;s__Dysosmobacter sp014297375	1	1	1	1	NA
vOTU_0088	34360	Yes	273;688	OUT/SINGLE/OVER	No	No	SpadesMetaV	High-quality	temperate	No	No	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	ND	1	1	0	1	NA
vOTU_0089	32589	Yes	OUT/SINGLE	OUT/SINGLE/OVER	Yes	No	SpadesMetaV	Low-quality	ND	No	No	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	ND	1	0	0	1	NA
vOTU_0090	32350	Yes	OUT/SINGLE	OUT/SINGLE/OVER	Yes	No	SpadesMetaV	Not-determined	ND	No	No	Viruses;Varidnaviria;Bamfordvirae;Nucleocytoviricota;Megaviricetes;Imitervirales;Mimiviridae	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Phocaeicola;s__Phocaeicola vulgatus	1	0	0	0	NA
vOTU_0091	31880	Yes	38	38	No	No	SpadesMetaV	High-quality	temperate	No	No	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium prausnitzii_D	1	1	1	1	NA
vOTU_0092	31078	Yes	53	53	No	No	SpadesMetaV	Medium-quality	ND	No	No	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	ND	1	1	1	1	NA
vOTU_0093	29862	Yes	354	354	No	No	SpadesMetaV	Medium-quality	ND	No	No	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	ND	1	1	0	1	NA
vOTU_0094	28104	Yes	OUT/SINGLE	OUT/SINGLE/OVER	Yes	No	SpadesMetaV	Low-quality	ND	No	No	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis	1	0	0	0	NA
vOTU_0095	25712	Yes	445	445	No	No	SpadesMetaV	Low-quality	ND	No	No	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	ND	1	0	0	1	NA
vOTU_0096	25222	Yes	100;502	OUT/SINGLE/OVER	No	No	SpadesMetaV	Low-quality	ND	No	No	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	d__Bacteria;p__Firmicutes_A;c__Clostridia_A;o__Christensenellales;f__CAG-74;g__UBA11524;s__UBA11524 sp000437595	1	0	1	1	NA
vOTU_0097	24552	No	101	101	No	No	SpadesMetaV	Low-quality	ND	No	No	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Acetatifactor;s__Acetatifactor sp900066565	1	0	0	1	r__Duplodnaviria; k__Heunggongvirae; p__Uroviricota; c__Caudoviricetes
vOTU_0098	24148	Yes	713	713	Yes	No	SpadesMetaV	Medium-quality	ND	No	No	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus sp900766505	1	1	0	1	r__Duplodnaviria; k__Heunggongvirae; p__Uroviricota; c__Caudoviricetes
vOTU_0099	23981	Yes	OUT/SINGLE	OUT/SINGLE/OVER	Yes	No	SpadesMetaV	Medium-quality	ND	No	No	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	d__Bacteria;p__Firmicutes;c__Bacilli;o__Staphylococcales;f__Gemellaceae;g__Gemella;s__Gemella sanguinis	1	1	0	1	NA
vOTU_0100	22078	Yes	46	46	No	No	SpadesMetaV	Low-quality	ND	No	No	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	ND	1	0	0	1	NA
vOTU_0101	21724	No	577	577	No	No	SpadesMetaV	High-quality	non-temperate	No	No	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Lactococcus;s__Lactococcus lactis_E	1	1	1	1	r__Duplodnaviria; k__Heunggongvirae; p__Uroviricota; c__Caudoviricetes
vOTU_0102	20650	Yes	408	408	No	No	SpadesMetaV	Low-quality	ND	No	No	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	ND	1	0	0	1	NA
vOTU_0103	19545	Yes	OUT/SINGLE	OUT/SINGLE/OVER	Yes	No	SpadesMetaV	Low-quality	ND	No	No	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__	1	0	0	1	r__Duplodnaviria; k__Heunggongvirae; p__Uroviricota; c__Caudoviricetes
vOTU_0104	19360	Yes	OUT/SINGLE	OUT/SINGLE/OVER	Yes	No	SpadesMetaV	Low-quality	ND	No	No	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Ligilactobacillus;s__Ligilactobacillus ruminis	1	0	0	1	NA
vOTU_0105	17358	Yes	OUT/SINGLE	OUT/SINGLE/OVER	Yes	No	SpadesMetaV	High-quality	non-temperate	No	No	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	ND	1	1	1	1	NA
vOTU_0106	15766	Yes	OUT/SINGLE	OUT/SINGLE/OVER	Yes	No	SpadesMetaV	Low-quality	ND	No	No	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	ND	1	0	0	0	NA
vOTU_0107	15650	Yes	OUT/SINGLE	OUT/SINGLE/OVER	Yes	No	SpadesMetaV	Low-quality	ND	No	No	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	ND	1	0	0	0	NA
vOTU_0108	14155	Yes	120	120	No	No	SpadesMetaV	Low-quality	ND	No	No	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	ND	1	0	0	0	NA
vOTU_0109	13727	No	243	243	No	No	SpadesMetaV	Low-quality	ND	No	No	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	ND	1	0	1	1	NA
vOTU_0110	13093	Yes	OUT/SINGLE	OUT/SINGLE/OVER	Yes	No	SpadesMetaV	Low-quality	ND	No	No	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	ND	1	0	0	1	NA
vOTU_0111	11462	Yes	OUT/SINGLE	OUT/SINGLE/OVER	Yes	No	SpadesMetaV	Low-quality	ND	No	No	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Ligilactobacillus;s__Ligilactobacillus ruminis	1	0	0	1	NA
vOTU_0112	41593	Yes	196	196	No	No	SpadesMetaV	Complete	temperate	No	No	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Monoglobales_A;f__UBA1381;g__CAG-41;s__CAG-41 sp900066215	1	1	0	1	NA
vOTU_0113	36844	Yes	22;121	OUT/SINGLE/OVER	No	No	SpadesMetaV	Complete	temperate	No	No	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	ND	1	1	1	1	NA
vOTU_0114	35780	No	245	245	No	No	SpadesMetaV	Complete	temperate	No	No	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium prausnitzii_D	1	1	0	1	NA
vOTU_0115	6226	No	763	763	No	No	SpadesMetaV	Complete	non-temperate	No	No	Viruses;Monodnaviria;Sangervirae;Phixviricota;Malgrandaviricetes;Petitvirales;Microviridae	ND	1	1	0	1	r__Monodnaviria; k__Sangervirae; p__Phixviricota; c__Malgrandaviricetes; o__Petitvirales; f__Microviridae
vOTU_0116	119426	No	OUT/SINGLE	OUT/SINGLE/OVER	No	No	SpadesMetaV	Complete	non-temperate	No	No	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	ND	1	1	1	1	NA
vOTU_0117	45653	No	47	47	No	No	SpadesMetaV	Complete	temperate	No	No	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Hungatella;s__Hungatella sp005845265	1	1	1	1	NA
vOTU_0118	38942	Yes	OUT/SINGLE	OUT/SINGLE/OVER	Yes	No	SpadesMetaV	Complete	temperate	No	No	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium longum	1	1	1	1	NA
vOTU_0119	38031	Yes	OUT/SINGLE	OUT/SINGLE/OVER	Yes	No	SpadesMetaV	Complete	temperate	No	No	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Clostridium_AQ;s__Clostridium_AQ innocuum	1	1	1	1	NA
vOTU_0120	31123	No	49;61	OUT/SINGLE/OVER	No	No	SpadesMetaV	Complete	temperate	No	No	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	d__Bacteria;p__Firmicutes_A;c__Clostridia_A;o__Christensenellales;f__QAND01;g__UMGS1975;s__UMGS1975 sp900556815	1	1	1	1	NA
vOTU_0121	117631	Yes	161	161	No	No	SpadesMetaV	Medium-quality	ND	No	No	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Sellimonas;s__Sellimonas intestinalis	1	1	0	1	NA
vOTU_0122	47888	Yes	155	155	No	No	SpadesMetaV	Low-quality	ND	No	No	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__Clostridium sp902785295	1	0	0	1	NA
vOTU_0123	37968	Yes	23	23	No	No	SpadesMetaV	High-quality	temperate	No	No	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	ND	1	1	1	1	NA
vOTU_0124	35087	Yes	517	517	No	No	SpadesMetaV	Medium-quality	ND	Yes	No	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus;s__Enterococcus silesiacus	1	1	1	1	r__Duplodnaviria; k__Heunggongvirae; p__Uroviricota; c__Caudoviricetes
vOTU_0125	33215	No	18	18	No	No	SpadesMetaV	Medium-quality	ND	No	No	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Lawsonibacter;s__Lawsonibacter sp902363045	1	1	1	1	NA
vOTU_0126	30242	Yes	23	23	No	No	SpadesMetaV	Medium-quality	ND	No	No	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelatoclostridiaceae;g__Erysipelatoclostridium;s__Erysipelatoclostridium ramosum	1	1	1	1	NA
vOTU_0127	29425	Yes	83	83	No	No	SpadesMetaV	Medium-quality	ND	No	No	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Hungatella;s__Hungatella sp005845265	1	1	0	1	NA
vOTU_0128	28444	Yes	OUT/SINGLE	OUT/SINGLE/OVER	Yes	No	SpadesMetaV	Medium-quality	ND	No	No	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Dysosmobacter;s__Dysosmobacter sp014297375	1	1	1	1	NA
vOTU_0129	23902	No	66	66	No	No	SpadesMetaV	Low-quality	ND	No	No	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__Parabacteroides distasonis	1	0	0	1	NA
vOTU_0130	22188	Yes	371	371	No	No	SpadesMetaV	Medium-quality	ND	No	No	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium bohemicum	1	1	0	1	r__Duplodnaviria; k__Heunggongvirae; p__Uroviricota; c__Caudoviricetes
vOTU_0131	21636	No	23	23	No	No	SpadesMetaV	Low-quality	ND	No	No	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__Blautia_A sp900540785	1	0	0	1	NA
vOTU_0132	19221	No	OUT/SINGLE	OUT/SINGLE/OVER	No	No	SpadesMetaV	Low-quality	ND	No	No	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Anaerostipes;s__Anaerostipes hadrus_B	1	0	1	1	NA
vOTU_0133	18273	Yes	OUT/SINGLE	OUT/SINGLE/OVER	Yes	No	SpadesMetaV	Low-quality	ND	No	No	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__Blautia_A sp900756405	1	0	0	0	NA
vOTU_0134	17745	No	41;58	OUT/SINGLE/OVER	No	No	SpadesMetaV	Medium-quality	ND	No	No	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Flavonifractor;s__Flavonifractor plautii	1	1	0	1	NA
vOTU_0135	16804	Yes	8	8	No	No	SpadesMetaV	Medium-quality	ND	No	No	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	ND	1	1	1	1	r__Duplodnaviria; k__Heunggongvirae; p__Uroviricota; c__Caudoviricetes
vOTU_0136	16324	No	OUT/SINGLE	OUT/SINGLE/OVER	No	No	SpadesMetaV	Low-quality	ND	No	No	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Flavonifractor;s__Flavonifractor plautii	1	0	0	1	NA
vOTU_0137	15716	Yes	OUT/SINGLE	OUT/SINGLE/OVER	Yes	No	SpadesMetaV	Medium-quality	ND	No	No	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	ND	1	1	1	1	NA
vOTU_0138	14326	Yes	221	221	No	No	SpadesMetaV	High-quality	non-temperate	No	No	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Clostridium_Q;s__Clostridium_Q symbiosum	1	1	0	1	NA
vOTU_0139	14248	Yes	OUT/SINGLE	OUT/SINGLE/OVER	Yes	No	SpadesMetaV	Low-quality	ND	No	No	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	ND	1	0	0	1	NA
vOTU_0140	14178	No	89	89	No	No	SpadesMetaV	Low-quality	ND	No	No	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia;s__Blautia sp900541955	1	0	0	1	NA
vOTU_0141	14107	Yes	249	249	Yes	No	SpadesMetaV	Not-determined	ND	No	No	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lactonifactor;s__Lactonifactor longoviformis	1	0	0	0	NA
vOTU_0142	14096	No	OUT/SINGLE	OUT/SINGLE/OVER	No	No	SpadesMetaV	Low-quality	ND	No	No	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__Parabacteroides distasonis	1	0	0	0	NA
vOTU_0143	13010	Yes	OUT/SINGLE	OUT/SINGLE/OVER	Yes	No	SpadesMetaV	Low-quality	ND	No	No	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	ND	1	0	0	0	NA
vOTU_0144	12835	No	OUT/SINGLE	OUT/SINGLE/OVER	No	No	SpadesMetaV	Low-quality	ND	No	No	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Schaedlerella;s__Schaedlerella glycyrrhizinilytica	1	0	0	1	NA
vOTU_0145	11713	Yes	OUT/SINGLE	OUT/SINGLE/OVER	Yes	No	SpadesMetaV	Low-quality	ND	No	No	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Hungatella;s__Hungatella sp005845265	1	0	0	1	NA
vOTU_0146	33483	Yes	92;93;192	OUT/SINGLE/OVER	No	No	SpadesMetaV	Complete	temperate	No	No	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__UBA1417;s__UBA1417 sp900549945	1	1	1	1	NA
vOTU_0147	128541	No	OUT/SINGLE	OUT/SINGLE/OVER	No	No	SpadesMetaV	Complete	non-temperate	No	No	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	ND	1	1	1	1	NA
vOTU_0148	103208	No	432	432	No	No	SpadesMetaV	Complete	non-temperate	No	No	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Crassvirales	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides ovatus	1	1	0	1	r__Duplodnaviria; k__Heunggongvirae; p__Uroviricota; c__Caudoviricetes; o__Crassvirales; f__Suoliviridae; sf__Loutivirinae; g__Buchavirus
vOTU_0149	89637	No	714	714	No	No	SpadesMetaV	Complete	non-temperate	No	No	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp900557355	1	1	1	1	r__Duplodnaviria; k__Heunggongvirae; p__Uroviricota; c__Caudoviricetes
vOTU_0150	86798	No	255	255	No	No	SpadesMetaV	Complete	temperate	No	No	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella copri	1	1	0	1	NA
vOTU_0151	77510	No	467	467	No	No	SpadesMetaV	Complete	non-temperate	No	No	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__UBA6398;s__UBA6398 sp003150315	1	1	1	1	r__Duplodnaviria; k__Heunggongvirae; p__Uroviricota; c__Caudoviricetes
vOTU_0152	61787	No	105	105	No	No	SpadesMetaV	Complete	temperate	No	No	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Mediterraneibacter;s__Mediterraneibacter massiliensis	1	1	1	1	NA
vOTU_0153	52848	No	242	242	No	No	SpadesMetaV	Complete	temperate	No	No	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__UBA5446;s__UBA5446 sp900545405	1	1	1	1	NA
vOTU_0154	47759	No	312;370	OUT/SINGLE/OVER	No	No	SpadesMetaV	Complete	non-temperate	No	No	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	ND	1	1	1	1	NA
vOTU_0155	46758	Yes	46	46	No	No	SpadesMetaV	Complete	temperate	No	No	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Eisenbergiella;s__Eisenbergiella massiliensis	1	1	1	1	NA
vOTU_0156	46079	No	30;402	OUT/SINGLE/OVER	No	No	SpadesMetaV	Complete	temperate	No	No	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Flavonifractor;s__Flavonifractor plautii	1	1	1	1	NA
vOTU_0157	44339	Yes	216	216	No	No	SpadesMetaV	Complete	non-temperate	No	No	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	ND	1	1	1	1	r__Duplodnaviria; k__Heunggongvirae; p__Uroviricota; c__Caudoviricetes
vOTU_0158	43894	Yes	47	47	No	No	SpadesMetaV	Complete	temperate	No	No	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lachnoclostridium_A;s__Lachnoclostridium_A sp002160755	1	1	1	1	NA
vOTU_0159	43245	No	OUT/SINGLE	OUT/SINGLE/OVER	No	No	SpadesMetaV	Complete	temperate	No	No	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	ND	1	1	1	1	NA
vOTU_0160	37547	Yes	539	539	No	No	SpadesMetaV	Complete	temperate	No	No	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	ND	1	1	1	1	NA
vOTU_0161	37325	Yes	110	110	No	No	SpadesMetaV	Medium-quality	ND	No	No	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Eubacterium_I;s__Eubacterium_I sp900066595	1	1	1	1	NA
vOTU_0162	35772	Yes	OUT/SINGLE	OUT/SINGLE/OVER	Yes	No	SpadesMetaV	Complete	temperate	No	No	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	ND	1	1	0	1	NA
vOTU_0163	34320	No	38	38	No	No	SpadesMetaV	Complete	temperate	No	No	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruthenibacterium;s__Ruthenibacterium lactatiformans	1	1	1	1	NA
vOTU_0164	32817	Yes	61;333	OUT/SINGLE/OVER	No	No	SpadesMetaV	Complete	temperate	No	No	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	ND	1	1	0	1	NA
vOTU_0165	32570	Yes	459	459	No	No	SpadesMetaV	Complete	temperate	Yes	No	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Akkermansiaceae;g__Akkermansia;s__Akkermansia muciniphila	1	1	0	1	r__Duplodnaviria; k__Heunggongvirae; p__Uroviricota; c__Caudoviricetes
vOTU_0166	16652	Yes	439	439	Yes	No	SpadesMetaV	Not-determined	ND	No	No	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	d__Bacteria;p__Firmicutes_A;c__Clostridia_A;o__Christensenellales;f__Borkfalkiaceae;g__QALS01;s__QALS01 sp003150575	1	0	0	0	NA
vOTU_0167	8811	Yes	OUT/SINGLE	OUT/SINGLE/OVER	Yes	No	SpadesMetaV	Low-quality	ND	No	No	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	ND	1	0	0	1	NA
vOTU_0168	8739	Yes	525	525	No	No	SpadesMetaV	Low-quality	ND	No	No	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	ND	1	0	1	1	NA
vOTU_0169	105247	Yes	51	51	No	No	SpadesMetaV	Medium-quality	ND	No	No	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Coprococcus;s__Coprococcus eutactus_A	1	1	0	1	NA
vOTU_0170	101182	No	51	51	No	No	SpadesMetaV	Medium-quality	ND	No	No	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Monoglobales_A;f__UBA1381;g__CAG-41;s__CAG-41 sp900066215	1	1	1	1	NA
