Genome_vCon	VC	VC Status	Size	VC Subcluster	VC Subcluster Size	Quality	Adj P-value	Topology Confidence Score
NZ_CP048340	289_0	Clustered	26	VC_289_0	26	0.8838	1	0.8838
NZ_CP052881	9_7	Clustered	19	VC_9_7	19	0.0971	1	0.0971
NZ_CP037450	289_0	Clustered	26	VC_289_0	26	0.8838	1	0.8838
NZ_CP053233	7_1	Clustered	49	VC_7_1	49	0.7854	1	0.7854
NZ_CP053252	289_0	Clustered	26	VC_289_0	26	0.8838	1	0.8838
NZ_AP023193	7_1	Clustered	49	VC_7_1	49	0.7854	1	0.7854
NZ_AP023200	7_1	Clustered	49	VC_7_1	49	0.7854	1	0.7854
NZ_AP023208	473_0	Clustered	6	VC_473_0	6	0.4409	0.99999999	0.4409
NZ_CP050499	7_0	Clustered	5	VC_7_0	5	0.0526	0.99999815	0.0526
NZ_CP055252	72_0	Clustered	6	VC_72_0	6	0.1361	1	0.1361
NZ_CP055258	9_7	Clustered	19	VC_9_7	19	0.0971	1	0.0971
NZ_AP023222	9_20	Clustered	15	VC_9_20	15	0.1032	1	0.1032
NZ_AP023233	9_20	Clustered	15	VC_9_20	15	0.1032	1	0.1032
NZ_CP058309	7_1	Clustered	49	VC_7_1	49	0.7854	1	0.7854
NZ_CP058356	7_1	Clustered	49	VC_7_1	49	0.7854	1	0.7854
NZ_CP058654	26_0	Clustered	25	VC_26_0	25	0.7311	1	0.7311
NZ_CP058659	26_0	Clustered	25	VC_26_0	25	0.7311	1	0.7311
NZ_CP059290	9_16	Clustered	6	VC_9_16	6	0.029	0.99999999	0.029
NZ_CP058684	9_1	Clustered	12	VC_9_1	12	0.0673	1	0.0673
NZ_AP022163	9_16	Clustered	6	VC_9_16	6	0.029	0.99999999	0.029
NZ_AP022164	289_0	Clustered	26	VC_289_0	26	0.8838	1	0.8838
NZ_AP022217	26_0	Clustered	25	VC_26_0	25	0.7311	1	0.7311
NZ_CP059910	9_8	Clustered/Singleton	1	VC_9_8	1	0	1	0
NZ_AP022089	7_1	Clustered	49	VC_7_1	49	0.7854	1	0.7854
NZ_CP061531	7_1	Clustered	49	VC_7_1	49	0.7854	1	0.7854
NZ_CP058619	26_0	Clustered	25	VC_26_0	25	0.7311	1	0.7311
NZ_CP062206	289_0	Clustered	26	VC_289_0	26	0.8838	1	0.8838
NZ_CP063155	9_17	Clustered	11	VC_9_17	11	0.0583	1	0.0583
NZ_AP022542	7_1	Clustered	49	VC_7_1	49	0.7854	1	0.7854
NZ_AP022544	9_18	Clustered	8	VC_9_18	8	0.0374	1	0.0374
NZ_AP022814	289_0	Clustered	26	VC_289_0	26	0.8838	1	0.8838
NZ_AP022818	289_0	Clustered	26	VC_289_0	26	0.8838	1	0.8838
NZ_CP062814	7_1	Clustered	49	VC_7_1	49	0.7854	1	0.7854
NZ_CP062816	9_0	Clustered	6	VC_9_0	6	0.05	1	0.05
NZ_CP062827	9_0	Clustered	6	VC_9_0	6	0.05	1	0.05
NZ_CP062833	9_0	Clustered	6	VC_9_0	6	0.05	1	0.05
NZ_CP062839	9_0	Clustered	6	VC_9_0	6	0.05	1	0.05
NZ_CP062884	9_0	Clustered	6	VC_9_0	6	0.05	1	0.05
NZ_CP062860	9_7	Clustered	19	VC_9_7	19	0.0971	1	0.0971
NZ_CP062896	9_0	Clustered	6	VC_9_0	6	0.05	1	0.05
NZ_CP062905	9_7	Clustered	19	VC_9_7	19	0.0971	1	0.0971
NZ_CP066033	26_0	Clustered	25	VC_26_0	25	0.7311	1	0.7311
NZ_CP066145	289_0	Clustered	26	VC_289_0	26	0.8838	1	0.8838
NZ_CP061103	26_0	Clustered	25	VC_26_0	25	0.7311	1	0.7311
NZ_CP019354	7_1	Clustered	49	VC_7_1	49	0.7854	1	0.7854
NZ_CP069704	9_7	Clustered	19	VC_9_7	19	0.0971	1	0.0971
NZ_CP069714	9_7	Clustered	19	VC_9_7	19	0.0971	1	0.0971
NZ_CP069570	9_19	Clustered	3	VC_9_19	3	0.0104	0.99667941	0.0104
NZ_CP069885	9_18	Clustered	8	VC_9_18	8	0.0374	1	0.0374
NZ_CP069886	26_0	Clustered	25	VC_26_0	25	0.7311	1	0.7311
NZ_CP069971	289_0	Clustered	26	VC_289_0	26	0.8838	1	0.8838
NZ_CP070025	289_0	Clustered	26	VC_289_0	26	0.8838	1	0.8838
NZ_CP070074	7_1	Clustered	49	VC_7_1	49	0.7854	1	0.7854
NZ_CP070135	7_1	Clustered	49	VC_7_1	49	0.7854	1	0.7854
NZ_CP070136	289_0	Clustered	26	VC_289_0	26	0.8838	1	0.8838
NZ_CP063334	9_7	Clustered	19	VC_9_7	19	0.0971	1	0.0971
NZ_CP063350	9_12	Clustered/Singleton	1	VC_9_12	1	0	1	0
NZ_CP063505	9_18	Clustered	8	VC_9_18	8	0.0374	1	0.0374
NZ_CP070908	7_1	Clustered	49	VC_7_1	49	0.7854	1	0.7854
NZ_LR130557	9_20	Clustered	15	VC_9_20	15	0.1032	1	0.1032
NZ_LR130559	289_0	Clustered	26	VC_289_0	26	0.8838	1	0.8838
NZ_LR882054	9_17	Clustered	11	VC_9_17	11	0.0583	1	0.0583
NZ_LR882977	9_18	Clustered	8	VC_9_18	8	0.0374	1	0.0374
NZ_LR882992	7_1	Clustered	49	VC_7_1	49	0.7854	1	0.7854
NZ_LR883007	72_0	Clustered	6	VC_72_0	6	0.1361	1	0.1361
NZ_LR890200	9_20	Clustered	15	VC_9_20	15	0.1032	1	0.1032
NZ_LR890273	26_0	Clustered	25	VC_26_0	25	0.7311	1	0.7311
NZ_LR890336	9_19	Clustered	3	VC_9_19	3	0.0104	0.99667941	0.0104
NZ_LR890538	9_20	Clustered	15	VC_9_20	15	0.1032	1	0.1032
NZ_LR890608	7_1	Clustered	49	VC_7_1	49	0.7854	1	0.7854
NZ_CP038288	9_1	Clustered	12	VC_9_1	12	0.0673	1	0.0673
NZ_CP038378	9_1	Clustered	12	VC_9_1	12	0.0673	1	0.0673
NZ_CP039843	9_17	Clustered	11	VC_9_17	11	0.0583	1	0.0583
NZ_CP035755	175_1	Clustered	29	VC_175_1	29	0.5623	1	0.5623
NC_013370	9_1	Clustered	12	VC_9_1	12	0.0673	1	0.0673
NZ_CP009168	9_17	Clustered	11	VC_9_17	11	0.0583	1	0.0583
NZ_CP015088	175_1	Clustered	29	VC_175_1	29	0.5623	1	0.5623
NZ_CP022085	7_1	Clustered	49	VC_7_1	49	0.7854	1	0.7854
NC_017653	9_17	Clustered	11	VC_9_17	11	0.0583	1	0.0583
NZ_CP028125	9_21	Clustered	5	VC_9_21	5	0.0237	0.99999734	0.0237
NZ_CP031351	9_4	Clustered	5	VC_9_4	5	0.0246	0.99999981	0.0246
NC_018651	7_1	Clustered	49	VC_7_1	49	0.7854	1	0.7854
NZ_CP009051	9_4	Clustered	5	VC_9_4	5	0.0246	0.99999981	0.0246
NZ_CP009073	289_0	Clustered	26	VC_289_0	26	0.8838	1	0.8838
NZ_CP011063	9_20	Clustered	15	VC_9_20	15	0.1032	1	0.1032
NZ_CP024264	7_1	Clustered	49	VC_7_1	49	0.7854	1	0.7854
NZ_CP043218	9_7	Clustered	19	VC_9_7	19	0.0971	1	0.0971
NZ_CP061757	7_1	Clustered	49	VC_7_1	49	0.7854	1	0.7854
NZ_CP062890	9_6	Clustered	9	VC_9_6	9	0.0473	1	0.0473
NZ_CP062914	7_1	Clustered	49	VC_7_1	49	0.7854	1	0.7854
NZ_CP062902	9_7	Clustered	19	VC_9_7	19	0.0971	1	0.0971
NZ_CP062852	7_1	Clustered	49	VC_7_1	49	0.7854	1	0.7854
NZ_CP062854	7_1	Clustered	49	VC_7_1	49	0.7854	1	0.7854
NZ_CP053046	9_11	Clustered	4	VC_9_11	4	0.0173	0.99997871	0.0173
NZ_CP055600	9_11	Clustered	4	VC_9_11	4	0.0173	0.99997871	0.0173
NZ_CP055602	289_0	Clustered	26	VC_289_0	26	0.8838	1	0.8838
NZ_CP055603	72_0	Clustered	6	VC_72_0	6	0.1361	1	0.1361
NZ_CP055677	9_6	Clustered	9	VC_9_6	9	0.0473	1	0.0473
NZ_CP055678	72_0	Clustered	6	VC_72_0	6	0.1361	1	0.1361
NZ_CP056962	1_0	Clustered	6	VC_1_0	6	0.0518	1	0.0518
NZ_CP056963	9_6	Clustered	9	VC_9_6	9	0.0473	1	0.0473
NZ_CP056969	1_0	Clustered	6	VC_1_0	6	0.0518	1	0.0518
NZ_CP056970	9_6	Clustered	9	VC_9_6	9	0.0473	1	0.0473
NZ_CP057105	9_11	Clustered	4	VC_9_11	4	0.0173	0.99997871	0.0173
NZ_CP057094	1_0	Clustered	6	VC_1_0	6	0.0518	1	0.0518
NZ_CP057246	9_2	Clustered	4	VC_9_2	4	0.0191	0.999967	0.0191
NZ_CP057257	9_11	Clustered	4	VC_9_11	4	0.0173	0.99997871	0.0173
NZ_CP057359	9_7	Clustered	19	VC_9_7	19	0.0971	1	0.0971
NZ_CP057563	9_4	Clustered	5	VC_9_4	5	0.0246	0.99999981	0.0246
NZ_CP057564	289_0	Clustered	26	VC_289_0	26	0.8838	1	0.8838
NZ_CP057567	9_4	Clustered	5	VC_9_4	5	0.0246	0.99999981	0.0246
NZ_CP057568	289_0	Clustered	26	VC_289_0	26	0.8838	1	0.8838
NZ_CP057658	7_1	Clustered	49	VC_7_1	49	0.7854	1	0.7854
NZ_CP058059	9_7	Clustered	19	VC_9_7	19	0.0971	1	0.0971
NZ_CP056699	26_0	Clustered	25	VC_26_0	25	0.7311	1	0.7311
NC_012782	415_0	Clustered	3	VC_415_0	3	0.5676	0.99814281	0.5665
NZ_AP022559	589_0	Clustered	2	VC_589_0	2	0.088	0.83291139	0.0733
NZ_CP014526	175_1	Clustered	29	VC_175_1	29	0.5623	1	0.5623
NZ_CP058532	869_0	Clustered	2	VC_869_0	2	0.7212	0.5	0.3606
NZ_CP014747	86_0	Clustered	65	VC_86_0	65	0.9154	1	0.9154
NZ_CP026760	86_0	Clustered	65	VC_86_0	65	0.9154	1	0.9154
NZ_CP008844	86_0	Clustered	65	VC_86_0	65	0.9154	1	0.9154
NZ_CP056140	0_2	Clustered/Singleton	1	VC_0_2	1	0	1	0
NZ_CP011616	0_0	Clustered	12	VC_0_0	12	0.3021	1	0.3021
NZ_CP011631	86_0	Clustered	65	VC_86_0	65	0.9154	1	0.9154
NZ_CP011594	0_0	Clustered	12	VC_0_0	12	0.3021	1	0.3021
NZ_CP017931	0_0	Clustered	12	VC_0_0	12	0.3021	1	0.3021
NZ_CP018360	0_0	Clustered	12	VC_0_0	12	0.3021	1	0.3021
NZ_CP026270	86_0	Clustered	65	VC_86_0	65	0.9154	1	0.9154
NZ_LR890314	6_2	Clustered	42	VC_6_2	42	0.3584	1	0.3584
NZ_CP008931	6_1	Clustered	40	VC_6_1	40	0.3222	1	0.3222
NZ_LN824139	86_0	Clustered	65	VC_86_0	65	0.9154	1	0.9154
NZ_CP015504	86_0	Clustered	65	VC_86_0	65	0.9154	1	0.9154
NZ_CP015755	6_2	Clustered	42	VC_6_2	42	0.3584	1	0.3584
NZ_CP014756	6_1	Clustered	40	VC_6_1	40	0.3222	1	0.3222
NZ_CP014649	104_1	Clustered/Singleton	1	VC_104_1	1	0	1	0
NZ_CP016161	6_2	Clustered	42	VC_6_2	42	0.3584	1	0.3584
NZ_CP027045	6_2	Clustered	42	VC_6_2	42	0.3584	1	0.3584
NZ_CP027046	86_0	Clustered	65	VC_86_0	65	0.9154	1	0.9154
NZ_CP016924	6_2	Clustered	42	VC_6_2	42	0.3584	1	0.3584
NZ_CP012570	6_2	Clustered	42	VC_6_2	42	0.3584	1	0.3584
NZ_CP012565	6_2	Clustered	42	VC_6_2	42	0.3584	1	0.3584
NZ_CP012427	6_1	Clustered	40	VC_6_1	40	0.3222	1	0.3222
NZ_CP012429	86_0	Clustered	65	VC_86_0	65	0.9154	1	0.9154
NZ_CP018314	86_0	Clustered	65	VC_86_0	65	0.9154	1	0.9154
NZ_CP018688	86_0	Clustered	65	VC_86_0	65	0.9154	1	0.9154
NZ_CP018703	86_0	Clustered	65	VC_86_0	65	0.9154	1	0.9154
NZ_CP018709	86_0	Clustered	65	VC_86_0	65	0.9154	1	0.9154
NZ_CP018715	86_0	Clustered	65	VC_86_0	65	0.9154	1	0.9154
NZ_CP018721	86_0	Clustered	65	VC_86_0	65	0.9154	1	0.9154
NZ_CP018697	86_0	Clustered	65	VC_86_0	65	0.9154	1	0.9154
NZ_CP017988	86_0	Clustered	65	VC_86_0	65	0.9154	1	0.9154
NZ_CP020063	6_2	Clustered	42	VC_6_2	42	0.3584	1	0.3584
NZ_CP021714	6_2	Clustered	42	VC_6_2	42	0.3584	1	0.3584
NZ_CP021760	86_0	Clustered	65	VC_86_0	65	0.9154	1	0.9154
NZ_CP021835	111_0	Clustered	5	VC_111_0	5	0.309	0.99999997	0.309
NZ_CP021962	6_2	Clustered	42	VC_6_2	42	0.3584	1	0.3584
NZ_CP021940	6_1	Clustered	40	VC_6_1	40	0.3222	1	0.3222
NZ_CP021942	86_0	Clustered	65	VC_86_0	65	0.9154	1	0.9154
NZ_CP021945	6_1	Clustered	40	VC_6_1	40	0.3222	1	0.3222
NZ_CP021949	86_0	Clustered	65	VC_86_0	65	0.9154	1	0.9154
NZ_CP021957	86_0	Clustered	65	VC_86_0	65	0.9154	1	0.9154
NZ_CP022128	6_1	Clustered	40	VC_6_1	40	0.3222	1	0.3222
NZ_CP024460	6_1	Clustered	40	VC_6_1	40	0.3222	1	0.3222
NZ_CP024841	86_0	Clustered	65	VC_86_0	65	0.9154	1	0.9154
NZ_CP024837	86_0	Clustered	65	VC_86_0	65	0.9154	1	0.9154
NZ_CP036373	6_2	Clustered	42	VC_6_2	42	0.3584	1	0.3584
NZ_CP025144	111_0	Clustered	5	VC_111_0	5	0.309	0.99999997	0.309
NZ_CP025141	111_0	Clustered	5	VC_111_0	5	0.309	0.99999997	0.309
NZ_CP025147	111_0	Clustered	5	VC_111_0	5	0.309	0.99999997	0.309
NZ_CP036330	86_0	Clustered	65	VC_86_0	65	0.9154	1	0.9154
NZ_CP053366	382_0	Clustered	3	VC_382_0	3	0.1093	0.99799793	0.109
NZ_CP024433	86_0	Clustered	65	VC_86_0	65	0.9154	1	0.9154
NZ_CP024877	6_2	Clustered	42	VC_6_2	42	0.3584	1	0.3584
NZ_CP028794	86_0	Clustered	65	VC_86_0	65	0.9154	1	0.9154
NZ_CP028992	86_0	Clustered	65	VC_86_0	65	0.9154	1	0.9154
NZ_CP028997	6_2	Clustered	42	VC_6_2	42	0.3584	1	0.3584
NZ_CP031578	0_0	Clustered	12	VC_0_0	12	0.3021	1	0.3021
NZ_CP031791	6_2	Clustered	42	VC_6_2	42	0.3584	1	0.3584
NZ_CP031803	6_2	Clustered	42	VC_6_2	42	0.3584	1	0.3584
NZ_CP031806	86_0	Clustered	65	VC_86_0	65	0.9154	1	0.9154
NZ_CP031794	86_0	Clustered	65	VC_86_0	65	0.9154	1	0.9154
NZ_CP023421	86_0	Clustered	65	VC_86_0	65	0.9154	1	0.9154
NZ_CP032187	6_2	Clustered	42	VC_6_2	42	0.3584	1	0.3584
NZ_CP032191	86_0	Clustered	65	VC_86_0	65	0.9154	1	0.9154
NZ_CP032196	0_0	Clustered	12	VC_0_0	12	0.3021	1	0.3021
NZ_CP032225	6_2	Clustered	42	VC_6_2	42	0.3584	1	0.3584
NZ_CP032224	86_0	Clustered	65	VC_86_0	65	0.9154	1	0.9154
NZ_CP033624	86_0	Clustered	65	VC_86_0	65	0.9154	1	0.9154
NZ_CP034047	6_1	Clustered	40	VC_6_1	40	0.3222	1	0.3222
NZ_CP034049	86_0	Clustered	65	VC_86_0	65	0.9154	1	0.9154
NZ_CP026134	6_1	Clustered	40	VC_6_1	40	0.3222	1	0.3222
NZ_CP026138	6_1	Clustered	40	VC_6_1	40	0.3222	1	0.3222
NZ_CP026150	6_1	Clustered	40	VC_6_1	40	0.3222	1	0.3222
NZ_CP026165	6_1	Clustered	40	VC_6_1	40	0.3222	1	0.3222
NZ_CP036194	6_1	Clustered	40	VC_6_1	40	0.3222	1	0.3222
NZ_CP040729	6_1	Clustered	40	VC_6_1	40	0.3222	1	0.3222
NZ_CP044030	6_1	Clustered	40	VC_6_1	40	0.3222	1	0.3222
NZ_CP041929	6_2	Clustered	42	VC_6_2	42	0.3584	1	0.3584
NZ_CP044034	6_1	Clustered	40	VC_6_1	40	0.3222	1	0.3222
NZ_CP044046	6_1	Clustered	40	VC_6_1	40	0.3222	1	0.3222
NZ_CP041953	86_0	Clustered	65	VC_86_0	65	0.9154	1	0.9154
NZ_CP046383	6_0	Clustered	3	VC_6_0	3	0.019	0.99856067	0.019
NZ_CP046951	6_0	Clustered	3	VC_6_0	3	0.019	0.99856067	0.019
NZ_CP046941	6_0	Clustered	3	VC_6_0	3	0.019	0.99856067	0.019
NZ_CP045677	6_1	Clustered	40	VC_6_1	40	0.3222	1	0.3222
NZ_CP047636	6_2	Clustered	42	VC_6_2	42	0.3584	1	0.3584
NZ_CP040026	6_2	Clustered	42	VC_6_2	42	0.3584	1	0.3584
NZ_CP050365	6_1	Clustered	40	VC_6_1	40	0.3222	1	0.3222
NZ_CP050366	86_0	Clustered	65	VC_86_0	65	0.9154	1	0.9154
NZ_CP061391	6_2	Clustered	42	VC_6_2	42	0.3584	1	0.3584
NZ_CP061398	6_2	Clustered	42	VC_6_2	42	0.3584	1	0.3584
NZ_AP023149	6_1	Clustered	40	VC_6_1	40	0.3222	1	0.3222
NZ_AP023151	86_0	Clustered	65	VC_86_0	65	0.9154	1	0.9154
NZ_CP055511	6_1	Clustered	40	VC_6_1	40	0.3222	1	0.3222
NZ_CP059316	6_2	Clustered	42	VC_6_2	42	0.3584	1	0.3584
NZ_CP056224	6_2	Clustered	42	VC_6_2	42	0.3584	1	0.3584
NZ_CP056303	6_1	Clustered	40	VC_6_1	40	0.3222	1	0.3222
NZ_CP056309	6_1	Clustered	40	VC_6_1	40	0.3222	1	0.3222
NZ_CP056375	0_0	Clustered	12	VC_0_0	12	0.3021	1	0.3021
NZ_CP056436	6_1	Clustered	40	VC_6_1	40	0.3222	1	0.3222
NZ_CP056857	86_0	Clustered	65	VC_86_0	65	0.9154	1	0.9154
NZ_CP057316	0_0	Clustered	12	VC_0_0	12	0.3021	1	0.3021
NZ_CP057317	86_0	Clustered	65	VC_86_0	65	0.9154	1	0.9154
NZ_CP066531	86_0	Clustered	65	VC_86_0	65	0.9154	1	0.9154
NZ_CP066520	86_0	Clustered	65	VC_86_0	65	0.9154	1	0.9154
NZ_CP061056	6_1	Clustered	40	VC_6_1	40	0.3222	1	0.3222
NZ_CP061057	86_0	Clustered	65	VC_86_0	65	0.9154	1	0.9154
NZ_CP061065	6_1	Clustered	40	VC_6_1	40	0.3222	1	0.3222
NZ_CP061066	86_0	Clustered	65	VC_86_0	65	0.9154	1	0.9154
NZ_CP063217	6_2	Clustered	42	VC_6_2	42	0.3584	1	0.3584
NZ_CP050338	6_2	Clustered	42	VC_6_2	42	0.3584	1	0.3584
NZ_CP050344	6_2	Clustered	42	VC_6_2	42	0.3584	1	0.3584
NZ_CP050350	6_2	Clustered	42	VC_6_2	42	0.3584	1	0.3584
NZ_CP050356	6_2	Clustered	42	VC_6_2	42	0.3584	1	0.3584
NZ_CP063862	6_1	Clustered	40	VC_6_1	40	0.3222	1	0.3222
NZ_CP063853	6_1	Clustered	40	VC_6_1	40	0.3222	1	0.3222
NZ_CP063873	6_1	Clustered	40	VC_6_1	40	0.3222	1	0.3222
NZ_CP063882	6_2	Clustered	42	VC_6_2	42	0.3584	1	0.3584
NZ_CP064210	6_1	Clustered	40	VC_6_1	40	0.3222	1	0.3222
NZ_CP064213	6_2	Clustered	42	VC_6_2	42	0.3584	1	0.3584
NZ_CP064249	86_0	Clustered	65	VC_86_0	65	0.9154	1	0.9154
NZ_CP064255	86_0	Clustered	65	VC_86_0	65	0.9154	1	0.9154
NZ_CP065450	6_2	Clustered	42	VC_6_2	42	0.3584	1	0.3584
NZ_CP065827	0_0	Clustered	12	VC_0_0	12	0.3021	1	0.3021
NZ_AP024176	0_0	Clustered	12	VC_0_0	12	0.3021	1	0.3021
NZ_CP068974	0_0	Clustered	12	VC_0_0	12	0.3021	1	0.3021
NZ_CP017778	6_3	Clustered/Singleton	1	VC_6_3	1	0	1	0
NZ_CP069855	6_1	Clustered	40	VC_6_1	40	0.3222	1	0.3222
NZ_CP069874	786_0	Clustered	4	VC_786_0	4	0.8311	0.77337265	0.6427
NZ_CP070439	6_2	Clustered	42	VC_6_2	42	0.3584	1	0.3584
NZ_CP070529	86_0	Clustered	65	VC_86_0	65	0.9154	1	0.9154
NZ_CP070567	86_0	Clustered	65	VC_86_0	65	0.9154	1	0.9154
NZ_CP070600	86_0	Clustered	65	VC_86_0	65	0.9154	1	0.9154
NZ_LR025090	86_0	Clustered	65	VC_86_0	65	0.9154	1	0.9154
NZ_LR025094	86_0	Clustered	65	VC_86_0	65	0.9154	1	0.9154
NZ_LR890237	6_1	Clustered	40	VC_6_1	40	0.3222	1	0.3222
NZ_LR890257	6_2	Clustered	42	VC_6_2	42	0.3584	1	0.3584
NZ_LR890260	86_0	Clustered	65	VC_86_0	65	0.9154	1	0.9154
NZ_LR890206	9_17	Clustered	11	VC_9_17	11	0.0583	1	0.0583
NZ_LR890293	6_2	Clustered	42	VC_6_2	42	0.3584	1	0.3584
NZ_LR890429	6_2	Clustered	42	VC_6_2	42	0.3584	1	0.3584
NZ_LR890432	86_0	Clustered	65	VC_86_0	65	0.9154	1	0.9154
NZ_LR890473	296_0	Clustered	4	VC_296_0	4	0.1365	0.99798006	0.1362
NZ_LR890555	6_1	Clustered	40	VC_6_1	40	0.3222	1	0.3222
NZ_LR890544	6_1	Clustered	40	VC_6_1	40	0.3222	1	0.3222
NZ_LR890503	6_2	Clustered	42	VC_6_2	42	0.3584	1	0.3584
NZ_LR890506	86_0	Clustered	65	VC_86_0	65	0.9154	1	0.9154
NZ_LR890486	86_0	Clustered	65	VC_86_0	65	0.9154	1	0.9154
NZ_LR890518	6_2	Clustered	42	VC_6_2	42	0.3584	1	0.3584
NZ_LR890521	86_0	Clustered	65	VC_86_0	65	0.9154	1	0.9154
NZ_LR890558	86_0	Clustered	65	VC_86_0	65	0.9154	1	0.9154
NZ_LR890705	6_2	Clustered	42	VC_6_2	42	0.3584	1	0.3584
NZ_LR890708	86_0	Clustered	65	VC_86_0	65	0.9154	1	0.9154
NZ_LR890724	9_17	Clustered	11	VC_9_17	11	0.0583	1	0.0583
NZ_LR890729	0_1	Clustered/Singleton	1	VC_0_1	1	0	1	0
NZ_CP027613	104_5	Clustered/Singleton	1	VC_104_5	1	0	1	0
NZ_CP027615	0_0	Clustered	12	VC_0_0	12	0.3021	1	0.3021
NZ_CP009878	86_0	Clustered	65	VC_86_0	65	0.9154	1	0.9154
NZ_CP019050	6_1	Clustered	40	VC_6_1	40	0.3222	1	0.3222
NZ_CP041101	6_1	Clustered	40	VC_6_1	40	0.3222	1	0.3222
NZ_CP028544	6_1	Clustered	40	VC_6_1	40	0.3222	1	0.3222
NZ_CP030268	6_1	Clustered	40	VC_6_1	40	0.3222	1	0.3222
NZ_CP040597	6_2	Clustered	42	VC_6_2	42	0.3584	1	0.3584
NZ_CP045018	86_0	Clustered	65	VC_86_0	65	0.9154	1	0.9154
NZ_CP037929	104_0	Clustered	3	VC_104_0	3	0.1499	0.99815611	0.1496
NZ_CP008829	104_0	Clustered	3	VC_104_0	3	0.1499	0.99815611	0.1496
NZ_CP007729	104_0	Clustered	3	VC_104_0	3	0.1499	0.99815611	0.1496
NC_016838	6_2	Clustered	42	VC_6_2	42	0.3584	1	0.3584
NZ_CP009276	86_0	Clustered	65	VC_86_0	65	0.9154	1	0.9154
NZ_CP028550	6_2	Clustered	42	VC_6_2	42	0.3584	1	0.3584
NZ_CP023984	6_1	Clustered	40	VC_6_1	40	0.3222	1	0.3222
NZ_CP065165	6_1	Clustered	40	VC_6_1	40	0.3222	1	0.3222
NZ_CP019880	607_0	Clustered	2	VC_607_0	2	0.3552	0.92263554	0.3277
NC_008014	734_0	Clustered	2	VC_734_0	2	0.7512	0.92263554	0.6931
NC_020130	734_0	Clustered	2	VC_734_0	2	0.7512	0.92263554	0.6931
NZ_CP064341	517_0	Clustered	4	VC_517_0	4	0.4307	0.99944084	0.4305
NZ_CP011014	488_0	Clustered	3	VC_488_0	3	0.5438	0.99728193	0.5423
NZ_CP016494	547_0	Clustered	4	VC_547_0	4	0.5792	0.99990949	0.5791
NZ_CP032656	788_0	Clustered	3	VC_788_0	3	0.8283	0.92554266	0.7666
NZ_CP025589	520_0	Clustered	8	VC_520_0	8	0.5642	0.99998248	0.5642
NZ_CP024062	547_0	Clustered	4	VC_547_0	4	0.5792	0.99990949	0.5791
NZ_CP035225	788_0	Clustered	3	VC_788_0	3	0.8283	0.92554266	0.7666
NZ_CP025693	547_0	Clustered	4	VC_547_0	4	0.5792	0.99990949	0.5791
NZ_CP028246	788_0	Clustered	3	VC_788_0	3	0.8283	0.92554266	0.7666
NZ_CP054262	547_0	Clustered	4	VC_547_0	4	0.5792	0.99990949	0.5791
NC_021496	520_0	Clustered	8	VC_520_0	8	0.5642	0.99998248	0.5642
NZ_LS991422	571_0	Clustered	2	VC_571_0	2	0.0737	0.63600637	0.0469
NZ_CP040893	85_0	Clustered	4	VC_85_0	4	0.0872	0.99998523	0.0872
NZ_CP042508	85_0	Clustered	4	VC_85_0	4	0.0872	0.99998523	0.0872
NZ_CP019739	635_0	Clustered	3	VC_635_0	3	0.5849	0.99613166	0.5827
NZ_CP015341	520_0	Clustered	8	VC_520_0	8	0.5642	0.99998248	0.5642
NZ_CP050543	635_0	Clustered	3	VC_635_0	3	0.5849	0.99613166	0.5827
NZ_CP043613	520_0	Clustered	8	VC_520_0	8	0.5642	0.99998248	0.5642
NZ_CP043616	251_0	Clustered	4	VC_251_0	4	0.8132	0.99955772	0.8129
NZ_CP043614	225_0	Clustered	6	VC_225_0	6	0.3873	0.9999999	0.3873
NZ_CP024873	912_0	Clustered	2	VC_912_0	2	1	1	1
NZ_CP059605	520_0	Clustered	8	VC_520_0	8	0.5642	0.99998248	0.5642
NZ_LN906635	488_0	Clustered	3	VC_488_0	3	0.5438	0.99728193	0.5423
NZ_CP007648	488_0	Clustered	3	VC_488_0	3	0.5438	0.99728193	0.5423
NZ_CP047413	520_1	Clustered/Singleton	1	VC_520_1	1	0	1	0
NZ_CP014886	789_0	Clustered	3	VC_789_0	3	0.9613	0.92554266	0.8898
NZ_CP045368	611_0	Clustered	4	VC_611_0	4	0.9006	0.99969164	0.9004
NZ_AP014708	71_0	Clustered	3	VC_71_0	3	0.5604	0.99631449	0.5584
NZ_CP070523	786_0	Clustered	4	VC_786_0	4	0.8311	0.77337265	0.6427
NC_013925	869_0	Clustered	2	VC_869_0	2	0.7212	0.5	0.3606
NC_001332	790_0	Clustered/Singleton	1	VC_790_0	1	0	1	0
NC_001954	831_0	Clustered	3	VC_831_0	3	0.719	0.9595722	0.6899
NC_002362	681_0	Clustered	4	VC_681_0	4	0.7089	0.90384285	0.6407
NC_002363	681_0	Clustered	4	VC_681_0	4	0.7089	0.90384285	0.6407
NC_003050	665_0	Clustered	3	VC_665_0	3	0.6953	0.9959905	0.6925
NC_003287	831_0	Clustered	3	VC_831_0	3	0.719	0.9595722	0.6899
NC_003309	131_0	Clustered	3	VC_131_0	3	0.3121	0.99846531	0.3116
NC_003327	707_0	Clustered	6	VC_707_0	6	0.9243	0.99988343	0.9242
NC_004306	707_0	Clustered	6	VC_707_0	6	0.9243	0.99988343	0.9242
